Financial Year,Reporting Period,Activity Month,Organisation breakdown,Org Code,Org Name,Region Code,Region Name,Specific acute specialties: Ordinary Elective,Specific acute specialties: Daycase Elective,Specific acute specialties: Elective total,Specific acute specialties: Non-Elective,Specific acute specialties: First attendances seen - GP referrals,Specific acute specialties: First attendances seen - other referrals,Specific acute specialties: First attendances seen total,Specific acute specialties: First attendances DNA,Specific acute specialties: Subsequent attendances seen,Specific acute specialties: Subsequent attendances DNA,All specialties: Ordinary Elective,All specialties: Daycase Elective,All specialties: Elective total,All specialties: Non-Elective,All specialties: First attendances seen - GP referrals,All specialties: First attendances seen - other referrals,All specialties: First attendances seen total,All specialties: First attendances DNA,All specialties: Subsequent attendances seen,All specialties: Subsequent attendances DNA
2020-21,4,Apr-20,Provider,NN802,SPENCER PRIVATE HOSPITALS - ASHFORD,Y59,SOUTH EAST COMMISSIONING REGION,*,0,*,0,*,0,*,0,365,0,*,0,*,0,*,0,*,0,365,0
2020-21,4,Apr-20,Provider,NNE02,DORKING GENERAL HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,555,195,750,20,1120,20,0,0,0,0,560,195,750,20,1150,20
2020-21,4,Apr-20,Provider,NNH02,OPTEGRA YORKSHIRE EYE HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,15,15,0,0,*,*,0,190,0,0,15,15,0,0,*,*,0,190,0
2020-21,4,Apr-20,Provider,NNH03,OPTEGRA (SURREY EYE HOSPITAL),Y59,SOUTH EAST COMMISSIONING REGION,0,*,*,0,0,35,35,0,25,0,0,*,*,0,0,35,35,0,25,0
2020-21,4,Apr-20,Provider,NNH04,OPTEGRA (MANCHESTER EYE HOSPITAL),Y62,NORTH WEST COMMISSIONING REGION,0,290,290,0,0,25,25,0,220,0,0,290,290,0,0,25,25,0,220,0
2020-21,4,Apr-20,Provider,NNH06,OPTEGRA (SOLENT EYE HOSPITAL),Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,55,0
2020-21,4,Apr-20,Provider,NNH07,OPTEGRA LONDON EYE HOSPITAL,Y56,LONDON COMMISSIONING REGION,0,0,0,0,0,40,40,0,175,0,0,0,0,0,0,40,40,0,175,0
2020-21,4,Apr-20,Provider,NPG01,SPAMEDICA (MANCHESTER),Y62,NORTH WEST COMMISSIONING REGION,0,90,90,0,55,0,55,0,575,0,0,90,90,0,55,0,55,0,575,0
2020-21,4,Apr-20,Provider,NPG02,SPAMEDICA (BIRKENHEAD),Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,45,0,45,0,265,0,0,0,0,0,45,0,45,0,265,0
2020-21,4,Apr-20,Provider,NPG06,SPAMEDICA LIVERPOOL,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,20,0,20,0,120,0,0,0,0,0,20,0,20,0,120,0
2020-21,4,Apr-20,Provider,NPG07,SPAMEDICA EYE HOSPITAL (WAKEFIELD),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,40,0,40,0,385,0,0,0,0,0,40,0,40,0,385,0
2020-21,4,Apr-20,Provider,NPG08,SPAMEDICA (BOLTON),Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,40,0,40,0,485,0,0,0,0,0,40,0,40,0,485,0
2020-21,4,Apr-20,Provider,NPG10,SPAMEDICA (SHEFFILED),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,30,0,30,0,400,0,0,0,0,0,30,0,30,0,400,0
2020-21,4,Apr-20,Provider,NPG11,SPAMEDICA (BIRMINGHAM),Y60,MIDLANDS COMMISSIONING REGION,0,130,130,0,120,0,120,0,675,0,0,130,130,0,120,0,120,0,675,0
2020-21,4,Apr-20,Provider,NPG12,SPAMEDICA ECCLESHILL TREATMENT CENTRE,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,10,0,10,0,215,0,0,0,0,0,10,0,10,0,215,0
2020-21,4,Apr-20,Provider,NPG13,SPAMEDICA - SKELMERSDALE,Y62,NORTH WEST COMMISSIONING REGION,0,95,95,0,20,0,20,0,285,0,0,95,95,0,20,0,20,0,285,0
2020-21,4,Apr-20,Provider,NPG14,SPAMEDICA WIDNES,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,15,0,15,0,205,0,0,0,0,0,15,0,15,0,205,0
2020-21,4,Apr-20,Provider,NPG15,SPAMEDICA NEWCASTLE-UNDER-LYME,Y60,MIDLANDS COMMISSIONING REGION,0,*,*,0,20,0,20,0,265,0,0,*,*,0,20,0,20,0,265,0
2020-21,4,Apr-20,Provider,NPG16,SPAMEDICA CHELMSFORD,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,0,50,0,50,0,390,0,0,0,0,0,50,0,50,0,390,0
2020-21,4,Apr-20,Provider,NPG17,SPAMEDICA PRESTON,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,25,0,25,0,275,0,0,0,0,0,25,0,25,0,275,0
2020-21,4,Apr-20,Provider,NPG18,SPAMEDICA HULL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,35,0,35,0,245,0,0,0,0,0,35,0,35,0,245,0
2020-21,4,Apr-20,Provider,NPG19,SPAMEDICA BEDFORD,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,0,20,0,20,0,180,0,0,0,0,0,20,0,20,0,180,0
2020-21,4,Apr-20,Provider,NPG20,SPAMEDICA WOLVERHAMPTON,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,25,0,25,0,200,0,0,0,0,0,25,0,25,0,200,0
2020-21,4,Apr-20,Provider,NPR01,ABOUT HEALTH HQ,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,290,0,290,25,255,20,0,0,0,0,290,0,290,25,255,20
2020-21,4,Apr-20,Provider,NPR03,ACCRINGTON PALS,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,265,10,275,35,270,25,0,0,0,0,265,10,275,35,270,25
2020-21,4,Apr-20,Provider,NPR06,ST PETERS CENTRE,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,*,0,*,0,*,0,0,0,0,0,*,0,*,0,*,0
2020-21,4,Apr-20,Provider,NPR07,CLITHEROE HEALTH CENTRE,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,20,0,20,*,15,0,0,0,0,0,20,0,20,*,15,0
2020-21,4,Apr-20,Provider,NPR08,HEALTHUB,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,20,0,20,*,25,10,0,0,0,0,20,0,20,*,25,10
2020-21,4,Apr-20,Provider,NPR0F,COMMUNITY DERMATOLOGY SERVICE - ABOUT HEALTH,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,30,0,30,10,70,10,0,0,0,0,30,0,30,10,70,10
2020-21,4,Apr-20,Provider,NPR0K,BLACKBURN WITH DARWEN COMMUNITY DERMATOLOGY SERVICE,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,145,0,145,30,90,30,0,0,0,0,145,0,145,30,90,30
2020-21,4,Apr-20,Provider,NPR14,PUDDLETOWN SURGERY,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0,0
2020-21,4,Apr-20,Provider,NPR18,DORCHESTER ROAD SURGERY,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,10,0,10,*,*,0,0,0,0,0,10,0,10,*,*,0
2020-21,4,Apr-20,Provider,NPR25,ROMSEY COMMUNITY HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,10,0,10,*,10,0,0,0,0,0,10,0,10,*,10,0
2020-21,4,Apr-20,Provider,NPR26,ISSA MEDICAL CENTRE,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,295,*,300,95,220,60,0,0,0,0,295,*,300,95,220,60
2020-21,4,Apr-20,Provider,NPR30,ATRIUM HEALTH CENTRE,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,220,0,220,35,65,*,0,0,0,0,220,0,220,35,65,*
2020-21,4,Apr-20,Provider,NQ106,FRYATT HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,*,0,*,35,0,0,0,0,0,0,*,0,*,35,0,0,0,0,0,0
2020-21,4,Apr-20,Provider,NQ108,CLACTON HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,*,0,*,55,0,0,0,0,0,0,*,0,*,55,0,0,0,0,0,0
2020-21,4,Apr-20,Provider,NQA20,BRAINTREE COMMUNITY HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
2020-21,4,Apr-20,Provider,NQH05,NOVUS HEALTH (MILLENIUM COURT),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2020-21,4,Apr-20,Provider,NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,15,15,0,70,0,70,*,70,0,0,15,15,0,70,0,70,*,70,0
2020-21,4,Apr-20,Provider,NQT4J,VIRGIN DERMATOLOGY CROMWELL ROAD,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,35,*,35,*,585,125,0,0,0,0,35,*,35,*,585,125
2020-21,4,Apr-20,Provider,NQT5H,PAULTON MEMORIAL HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
2020-21,4,Apr-20,Provider,NQT5K,ST MARTINS HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
2020-21,4,Apr-20,Provider,NQT6G,BATH AND NORTH EAST SOMERSET COMMUNITY HEALTH AND CARE SERVICES (KEYNSHAM CIVIC CENTRE),Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,20,*,25,0,10,0,0,0,0,0,70,50,120,*,240,20
2020-21,4,Apr-20,Provider,NQTA2,OLDHAM INTEGRATED CARE CENTRE,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,195,0,195,15,745,30,0,0,0,0,195,0,195,15,745,30
2020-21,4,Apr-20,Provider,NQTH0,VIRGIN CARE EAST RIDING LLP,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,*,*,*,0,*,0,0,0,0,0,*,*,*,0,*,0
2020-21,4,Apr-20,Provider,NQTHK,THE SCUNTHORPE IRONSTONE CENTRE,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,75,*,75,*,845,100,0,0,0,0,75,*,75,*,845,100
2020-21,4,Apr-20,Provider,NQTY0,PENINSULA HEALTH LLP,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,*,0,*,0,20,*,0,0,0,0,*,0,*,0,20,*
2020-21,4,Apr-20,Provider,NQTYX,GATEWAY HOUSE,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,50,0,50,*,65,0,0,0,0,0,50,0,50,*,65,0
2020-21,4,Apr-20,Provider,NR501,LIVEWELL SOUTHWEST,Y58,SOUTH WEST COMMISSIONING REGION,25,0,25,50,10,15,25,*,80,*,25,0,25,50,10,15,25,*,80,*
2020-21,4,Apr-20,Provider,NR505,DERRIFORD HOSPITAL CLINIC,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2020-21,4,Apr-20,Provider,NR525,TAVISTOCK HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,*,0,*,10,0,0,0,0,0,0,*,0,*,10,0,0,0,0,0,0
2020-21,4,Apr-20,Provider,NR526,SOUTH HAMS (KINGSBRIDGE) HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,20,0,20,10,0,0,0,0,0,0,20,0,20,10,0,0,0,0,0,0
2020-21,4,Apr-20,Provider,NR527,MOUNT GOULD HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
2020-21,4,Apr-20,Provider,NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",Y58,SOUTH WEST COMMISSIONING REGION,0,*,*,0,0,0,0,0,*,0,0,*,*,0,0,0,0,0,*,0
2020-21,4,Apr-20,Provider,NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,150,0
2020-21,4,Apr-20,Provider,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,*,75,*,0,0,0,0,0,0,0,*,75,*
2020-21,4,Apr-20,Provider,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",Y58,SOUTH WEST COMMISSIONING REGION,*,0,*,0,*,*,10,*,130,*,*,0,*,0,*,*,10,*,130,*
2020-21,4,Apr-20,Provider,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,*,0
2020-21,4,Apr-20,Provider,NT210,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,105,*,0,0,0,0,0,0,0,0,105,*
2020-21,4,Apr-20,Provider,NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",Y58,SOUTH WEST COMMISSIONING REGION,*,0,*,0,0,0,0,0,*,0,*,0,*,0,0,0,0,0,*,0
2020-21,4,Apr-20,Provider,NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,*,0,*,0,215,0,0,0,0,0,*,0,*,0,215,0
2020-21,4,Apr-20,Provider,NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",Y60,MIDLANDS COMMISSIONING REGION,20,30,55,0,0,0,0,0,260,10,20,30,55,0,0,0,0,0,260,10
2020-21,4,Apr-20,Provider,NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,45,0
2020-21,4,Apr-20,Provider,NT218,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,45,*,0,0,0,0,0,0,0,0,45,*
2020-21,4,Apr-20,Provider,NT219,"NUFFIELD HEALTH, HEREFORD HOSPITAL",Y60,MIDLANDS COMMISSIONING REGION,*,0,*,0,0,0,0,0,90,*,*,0,*,0,0,0,0,0,90,*
2020-21,4,Apr-20,Provider,NT222,"NUFFIELD HEALTH, IPSWICH HOSPITAL",Y61,EAST OF ENGLAND COMMISSIONING REGION,0,10,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
2020-21,4,Apr-20,Provider,NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,*,0,*,0,100,0,0,0,0,0,*,0,*,0,100,0
2020-21,4,Apr-20,Provider,NT225,"NUFFIELD HEALTH, LEEDS HOSPITAL",Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,0,0,0,0,515,25,0,0,0,0,30,0,30,0,775,25
2020-21,4,Apr-20,Provider,NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,0,0,0,0,65,*,0,0,0,0,0,0,0,0,65,*
2020-21,4,Apr-20,Provider,NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,*,0,*,0,*,0,*,0,85,*,*,0,*,0,*,0,*,0,85,*
2020-21,4,Apr-20,Provider,NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,0,0,0,0,95,*,0,0,0,0,0,0,0,0,95,*
2020-21,4,Apr-20,Provider,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,*,0,*,0,100,*,0,0,0,0,*,0,*,0,100,*
2020-21,4,Apr-20,Provider,NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",Y60,MIDLANDS COMMISSIONING REGION,0,*,*,0,0,0,0,0,105,*,0,*,*,0,0,0,0,0,105,*
2020-21,4,Apr-20,Provider,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,*,*,0,*,0,*,0,430,20,0,*,*,0,*,0,*,0,430,20
2020-21,4,Apr-20,Provider,NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,80,*,0,0,0,0,0,0,0,0,80,*
2020-21,4,Apr-20,Provider,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",Y59,SOUTH EAST COMMISSIONING REGION,*,75,80,0,0,0,0,0,70,0,*,75,80,0,0,0,0,0,70,0
2020-21,4,Apr-20,Provider,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,*,0,*,0,75,*,0,0,0,0,*,0,*,0,75,*
2020-21,4,Apr-20,Provider,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,80,0
2020-21,4,Apr-20,Provider,NT244,NUFFIELD HOSPITAL OXFORD (THE MANOR),Y59,SOUTH EAST COMMISSIONING REGION,50,135,185,0,0,0,0,0,70,*,50,135,185,0,0,0,0,0,70,*
2020-21,4,Apr-20,Provider,NT245,"NUFFIELD HEALTH, YORK HOSPITAL",Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,*,25,30,0,0,0,0,0,70,0,*,25,30,0,0,0,0,0,70,0
2020-21,4,Apr-20,Provider,NT301,SPIRE SOUTH BANK HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,0,*,*,0,10,0,10,0,285,0,0,*,*,0,10,0,10,0,355,0
2020-21,4,Apr-20,Provider,NT302,SPIRE BRISTOL HOSPITAL,Y58,SOUTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,115,0
2020-21,4,Apr-20,Provider,NT304,SPIRE SOUTHAMPTON HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,*,0,*,0,*,0,*,0,110,0,*,0,*,0,*,0,*,0,175,0
2020-21,4,Apr-20,Provider,NT305,SPIRE PORTSMOUTH HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,10,0,10,0,130,0,0,0,0,0,10,0,10,0,135,0
2020-21,4,Apr-20,Provider,NT308,SPIRE GATWICK PARK HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,40,0
2020-21,4,Apr-20,Provider,NT309,SPIRE SUSSEX HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,120,0
2020-21,4,Apr-20,Provider,NT30A,SPIRE NOTTINGHAM HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,70,0,70,0,145,0,0,0,0,0,70,0,70,0,255,0
2020-21,4,Apr-20,Provider,NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,*,0,*,0,15,0,0,0,0,0,*,0,*,0,20,0
2020-21,4,Apr-20,Provider,NT312,SPIRE ALEXANDRA HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,*,0,*,0,140,0,0,0,0,0,*,0,*,0,140,0
2020-21,4,Apr-20,Provider,NT313,SPIRE WELLESLEY HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,0,*,0,*,0,520,0,0,0,0,0,*,0,*,0,680,0
2020-21,4,Apr-20,Provider,NT314,SPIRE LONDON EAST,Y56,LONDON COMMISSIONING REGION,0,0,0,0,10,0,10,0,515,0,0,0,0,0,10,0,10,0,580,0
2020-21,4,Apr-20,Provider,NT315,SPIRE BUSHEY HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,*,0,*,0,*,0,*,0,70,0,*,0,*,0,*,0,*,0,75,0
2020-21,4,Apr-20,Provider,NT316,SPIRE HARPENDEN HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,0,*,0,*,0,275,0,0,0,0,0,*,0,*,0,345,0
2020-21,4,Apr-20,Provider,NT317,SPIRE CAMBRIDGE LEA HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,0,0,0,0,*,0,*,0,55,0,0,0,0,0,*,0,*,0,100,0
2020-21,4,Apr-20,Provider,NT319,SPIRE HARTSWOOD HOSPITAL,Y61,EAST OF ENGLAND COMMISSIONING REGION,*,0,*,0,0,0,0,0,185,0,*,0,*,0,0,0,0,0,215,0
2020-21,4,Apr-20,Provider,NT320,SPIRE PARKWAY HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,*,0,*,0,235,0,0,0,0,0,*,0,*,0,405,0
2020-21,4,Apr-20,Provider,NT321,SPIRE LITTLE ASTON HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,0,0,0,0,*,0,*,0,225,0,0,0,0,0,*,0,*,0,410,0
2020-21,4,Apr-20,Provider,NT322,SPIRE LEICESTER HOSPITAL,Y60,MIDLANDS COMMISSIONING REGION,0,*,*,0,*,0,*,0,195,0,0,*,*,0,*,0,*,0,195,0
2020-21,4,Apr-20,Provider,NT324,SPIRE CHESHIRE HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,0,*,*,0,*,0,*,0,370,0,0,*,*,0,*,0,*,0,380,0
2020-21,4,Apr-20,Provider,NT325,SPIRE MURRAYFIELD HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,190,0
2020-21,4,Apr-20,Provider,NT327,SPIRE MANCHESTER HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,0,*,*,0,105,0,105,0,355,0,0,*,*,0,105,0,105,0,480,0
2020-21,4,Apr-20,Provider,NT332,SPIRE LEEDS HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,*,0,*,0,345,0,0,0,0,0,*,0,*,0,515,0
2020-21,4,Apr-20,Provider,NT333,SPIRE WASHINGTON HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,*,0,*,0,405,0,0,0,0,0,*,0,*,0,635,0
2020-21,4,Apr-20,Provider,NT337,SPIRE LIVERPOOL HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,0,*,*,0,0,0,0,0,1030,0,0,*,*,0,0,0,0,0,1235,0
2020-21,4,Apr-20,Provider,NT339,SPIRE REGENCY HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,*,*,*,0,25,0,25,0,345,0,*,*,*,0,25,0,25,0,580,0
2020-21,4,Apr-20,Provider,NT343,SPIRE THAMES VALLEY HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0
2020-21,4,Apr-20,Provider,NT344,SPIRE DUNEDIN HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,*,0,*,0,225,0,0,0,0,0,*,0,*,0,260,0
2020-21,4,Apr-20,Provider,NT345,SPIRE CLARE PARK HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,25,0,25,0,100,0,0,0,0,0,25,0,25,0,170,0
2020-21,4,Apr-20,Provider,NT347,SPIRE FYLDE COAST HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,*,*,*,0,*,0,*,0,485,0,*,*,*,0,*,0,*,0,485,0
2020-21,4,Apr-20,Provider,NT348,SPIRE ELLAND HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,15,0,15,0,*,0,*,0,470,0,15,0,15,0,*,0,*,0,570,0
2020-21,4,Apr-20,Provider,NT350,SPIRE METHLEY PARK HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,295,0
2020-21,4,Apr-20,Provider,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,0,30,30,0,80,0,80,0,1045,0,0,30,30,0,80,0,80,0,1250,0
2020-21,4,Apr-20,Provider,NT364,SPIRE MONTEFIORE HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,0,0,0,0,25,0,25,0,145,0,0,0,0,0,25,0,25,0,365,0
2020-21,4,Apr-20,Provider,NT3X3,SPIRE ST ANTHONY'S HOSPITAL,Y56,LONDON COMMISSIONING REGION,0,0,0,0,15,0,15,0,245,0,0,0,0,0,15,0,15,0,245,0
2020-21,4,Apr-20,Provider,NT401,BMI - THE ALEXANDRA HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,25,20,45,0,100,0,100,20,415,20,25,20,45,0,100,0,100,20,415,20
2020-21,4,Apr-20,Provider,NT402,BMI - BATH CLINIC,Y58,SOUTH WEST COMMISSIONING REGION,40,95,135,0,50,0,50,*,330,*,40,95,135,0,50,0,50,*,330,*
2020-21,4,Apr-20,Provider,NT403,BMI - THE BEARDWOOD HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,10,25,40,0,195,20,215,60,670,65,10,25,40,0,195,20,215,60,670,65
2020-21,4,Apr-20,Provider,NT404,BMI - THE BEAUMONT HOSPITAL,Y62,NORTH WEST COMMISSIONING REGION,*,50,55,0,30,0,30,*,310,20,*,50,55,0,30,0,30,*,310,20
2020-21,4,Apr-20,Provider,NT405,BMI - BISHOPS WOOD,Y56,LONDON COMMISSIONING REGION,20,*,20,0,70,0,70,30,230,*,20,*,20,0,70,0,70,30,230,*
2020-21,4,Apr-20,Provider,NT406,BMI - THE BLACKHEATH HOSPITAL,Y56,LONDON COMMISSIONING REGION,25,0,25,0,0,0,0,*,355,*,25,0,25,0,0,0,0,*,360,*
2020-21,4,Apr-20,Provider,NT408,BMI - THE CHAUCER HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,50,80,135,0,0,0,0,0,100,0,50,80,135,0,0,0,0,0,100,0
2020-21,4,Apr-20,Provider,NT409,BMI - CHELSFIELD PARK HOSPITAL,Y56,LONDON COMMISSIONING REGION,0,0,0,0,0,0,0,0,195,10,0,0,0,0,0,0,0,0,195,10
2020-21,4,Apr-20,Provider,NT410,BMI - THE CHILTERN HOSPITAL,Y59,SOUTH EAST COMMISSIONING REGION,10,110,120,0,*,*,*,0,160,*,10,110,120,0,*,*,*,0,160,*
